Cluster-1	total=31	enrichmentScore=7.888470376061848	phaseStdDev=4.846752261410203	"rhabdomere,Vision,visual perception,Phototransduction - fly,phototransduction,deactivation of rhodopsin mediated signaling,inaD signaling complex,Sensory transductionAnnotation Cluster 1"	Enrichment Score: 7.888470376061848								
Cluster-28	total=9	enrichmentScore=0.8455971820610668	phaseStdDev=3.429149367615265	"Src homology-3 domain,SH3 domain,SH3Annotation Cluster 28"	Enrichment Score: 0.8455971820610668								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR001452:Src homology-3 domain	7	1.192504259	0.123292514	-1.140321222	3.429149368	"FBtr0303857, FBtr0310205, FBtr0088346, FBtr0073484, FBtr0305303, FBtr0078015, FBtr0088340, FBtr0336747, FBtr0076216"	534	70	10984	2.056928839	1	1
UP_KEYWORDS	SH3 domain	5	0.851788756	0.150212348	-0.68386	3.765033212	"FBtr0310205, FBtr0088346, FBtr0073484, FBtr0305303, FBtr0078015, FBtr0088340, FBtr0076216"	587	49	13921	2.41994924	1	0.589275763
SMART	SM00326:SH3	6	1.022146508	0.156879469	-0.765211857	3.804772871	"FBtr0303857, FBtr0088346, FBtr0073484, FBtr0078015, FBtr0088340, FBtr0336747, FBtr0076216"	246	61	5218	2.086365454	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0088346	CAP-RE	0.384925	0.044367	19.2	FlyBase CAP-RE	Figure for CAP-RE							
FBtr0088340	CAP-RG	1.382671	0.022309	3	FlyBase CAP-RG	Figure for CAP-RG							
FBtr0310205	pyd-RO	1.973547	0.016774	21.4	FlyBase pyd-RO	Figure for pyd-RO							
FBtr0078015	dock-RC	0.601219	0.040967	21.3	FlyBase dock-RC	Figure for dock-RC							
FBtr0303857	kst-RF	1.985823	0.008018	21.1	FlyBase kst-RF	Figure for kst-RF							
FBtr0073484	dlg1-RF	1.72059	0.018529	21.9	FlyBase dlg1-RF	Figure for dlg1-RF							
FBtr0336747	RtGEF-RF	1.209997	0.028494	21.4	FlyBase RtGEF-RF	Figure for RtGEF-RF							
FBtr0305303	pyd-RL	0.978588	0.036061	21.7	FlyBase pyd-RL	Figure for pyd-RL							
FBtr0076216	IRSp53-RA	0.805574	0.048262	6.8	FlyBase IRSp53-RA	Figure for IRSp53-RA							
													
Cluster-29	total=3	enrichmentScore=0.8362627757636281	phaseStdDev=1.428831676981892	"PINT,PCI,Proteasome component (PCI) domainAnnotation Cluster 29"	Enrichment Score: 0.8362627757636281								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
SMART	SM00088:PINT	3	0.511073254	0.121904361	-1.774254333	1.428831677	"FBtr0088742, FBtr0075074, FBtr0339964"	246	13	5218	4.894934334	1	1
UP_SEQ_FEATURE	domain:PCI	3	0.511073254	0.155992491	-1.774254333	1.428831677	"FBtr0088742, FBtr0075074, FBtr0339964"	171	13	3113	4.201079622	1	1
INTERPRO	IPR000717:Proteasome component (PCI) domain	3	0.511073254	0.162962896	-1.774254333	1.428831677	"FBtr0088742, FBtr0075074, FBtr0339964"	534	15	10984	4.113857678	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0088742	CSN7-RA	0.530499	0.031953	23.4	FlyBase CSN7-RA	Figure for CSN7-RA							
FBtr0075074	CSN1b-RA	2.200456	0	20.2	FlyBase CSN1b-RA	Figure for CSN1b-RA							
FBtr0339964	eIF3m-RB	0.686709	0.031953	23	FlyBase eIF3m-RB	Figure for eIF3m-RB							
													
Cluster-30	total=38	enrichmentScore=0.8278205920362491	phaseStdDev=4.634790578698421	"Protein kinase-like domain,Kinase,protein phosphorylation,S_TKc,protein serine/threonine kinase activity,peptidyl-serine phosphorylation,Serine/threonine-protein kinase,protein kinase activity,Protein kinase, ATP binding site,Serine/threonine-protein kinase, active site,Protein kinase, catalytic domainAnnotation Cluster 30"	Enrichment Score: 0.8278205920362491								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR011009:Protein kinase-like domain	24	4.088586031	0.016481748	1.23481292	4.973870631	"FBtr0330704, FBtr0336692, FBtr0111274, FBtr0084824, FBtr0301488, FBtr0084864, FBtr0084851, FBtr0086457, FBtr0079282, FBtr0333223, FBtr0087047, FBtr0332570, FBtr0290055, FBtr0334836, FBtr0331960, FBtr0076556, FBtr0082438, FBtr0335491, FBtr0084853, FBtr0083399, FBtr0334483, FBtr0334606, FBtr0073539, FBtr0339237, FBtr0114505"	534	294	10984	1.679125583	0.99999983	1
UP_KEYWORDS	Kinase	19	3.236797274	0.040532903	0.68468675	4.299968445	"FBtr0071662, FBtr0302639, FBtr0336692, FBtr0302661, FBtr0111274, FBtr0301488, FBtr0084213, FBtr0084214, FBtr0333223, FBtr0083399, FBtr0087047, FBtr0299526, FBtr0088422, FBtr0334483, FBtr0334606, FBtr0087891, FBtr0079986, FBtr0334836, FBtr0331960, FBtr0079869"	587	273	13921	1.650529482	0.999879063	0.245653959
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	17	2.896081772	0.094515615	2.649309722	5.238595363	"FBtr0330704, FBtr0336692, FBtr0304963, FBtr0111274, FBtr0335491, FBtr0301488, FBtr0088438, FBtr0086457, FBtr0333223, FBtr0083399, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0334606, FBtr0079799, FBtr0339237, FBtr0334836, FBtr0331960"	463	266	10996	1.517822634	1	0.985803017
SMART	SM00220:S_TKc	12	2.044293015	0.160223319	0.830710083	5.159609846	"FBtr0086457, FBtr0083399, FBtr0333223, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0336692, FBtr0334606, FBtr0111274, FBtr0339237, FBtr0331960, FBtr0301488"	246	167	5218	1.52417117	1	1
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	11	1.873935264	0.175972722	0.263219455	4.929132163	"FBtr0086457, FBtr0333223, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0336692, FBtr0334606, FBtr0111274, FBtr0334836, FBtr0331960, FBtr0301488"	425	156	9284	1.540331825	1	1
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	4	0.681431005	0.213246822	-0.03829775	4.375459167	"FBtr0087047, FBtr0334606, FBtr0111274, FBtr0331960"	463	38	10996	2.499943162	1	0.985803017
UP_KEYWORDS	Serine/threonine-protein kinase	8	1.36286201	0.254443293	1.40420475	4.653344264	"FBtr0333223, FBtr0087047, FBtr0336692, FBtr0334606, FBtr0111274, FBtr0334836, FBtr0331960, FBtr0301488"	587	122	13921	1.555114922	1	0.771040281
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	10	1.703577513	0.264971132	2.426194636	5.468493233	"FBtr0086457, FBtr0083399, FBtr0333223, FBtr0330704, FBtr0332570, FBtr0334483, FBtr0336692, FBtr0335491, FBtr0339237, FBtr0334836, FBtr0301488"	425	153	9284	1.427758554	1	1
INTERPRO	"IPR017441:Protein kinase, ATP binding site"	11	1.873935264	0.273893827	0.207753636	4.938098826	"FBtr0086457, FBtr0083399, FBtr0333223, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0336692, FBtr0334606, FBtr0111274, FBtr0331960, FBtr0301488"	534	164	10984	1.379647392	1	1
INTERPRO	"IPR008271:Serine/threonine-protein kinase, active site"	10	1.703577513	0.284668632	0.8266455	5.599585656	"FBtr0086457, FBtr0333223, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0334606, FBtr0111274, FBtr0339237, FBtr0331960, FBtr0301488"	534	147	10984	1.399271319	1	1
INTERPRO	"IPR000719:Protein kinase, catalytic domain"	13	2.214650767	0.392549005	0.747038154	4.965659301	"FBtr0336692, FBtr0111274, FBtr0301488, FBtr0086457, FBtr0333223, FBtr0083399, FBtr0087047, FBtr0332570, FBtr0334483, FBtr0334606, FBtr0339237, FBtr0334836, FBtr0331960"	534	222	10984	1.204507879	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0304963	Cam-RC	2.402945	0.013115	7.8	FlyBase Cam-RC	Figure for Cam-RC							
FBtr0330704	Slob-RH	1.700218	0.009609	7.7	FlyBase Slob-RH	Figure for Slob-RH							
FBtr0335491	Slob-RK	1.847579	0.008018	9.1	FlyBase Slob-RK	Figure for Slob-RK							
FBtr0302639	Pka-R1-RX	1.192264	0.022309	0.6	FlyBase Pka-R1-RX	Figure for Pka-R1-RX							
FBtr0087891	Ak6-RA	1.371965	0.02585	22.9	FlyBase Ak6-RA	Figure for Ak6-RA							
FBtr0339237	CG11221-RB	1.506694	0.015683	7.7	FlyBase CG11221-RB	Figure for CG11221-RB							
FBtr0333223	nmo-RH	1.403179	0.005379	10.2	FlyBase nmo-RH	Figure for nmo-RH							
FBtr0084214	PyK-RA	1.827	0.005379	23.2	FlyBase PyK-RA	Figure for PyK-RA							
FBtr0336692	Tao-RJ	1.051403	0.02585	2.6	FlyBase Tao-RJ	Figure for Tao-RJ							
FBtr0087047	inaC-RA	4.90405	0	1.1	FlyBase inaC-RA	Figure for inaC-RA							
FBtr0331960	Pkc53E-RF	1.486684	0.027401	20	FlyBase Pkc53E-RF	Figure for Pkc53E-RF							
FBtr0088422	Pfk-RB	2.59464	0.008018	5.2	FlyBase Pfk-RB	Figure for Pfk-RB							
FBtr0332570	CG4629-RE	3.285529	0	22.3	FlyBase CG4629-RE	Figure for CG4629-RE							
FBtr0086457	par-1-RH	2.139714	0.009609	1.9	FlyBase par-1-RH	Figure for par-1-RH							
FBtr0079282	CG9498-RA	2.613503	0.005379	2.9	FlyBase CG9498-RA	Figure for CG9498-RA							
FBtr0299526	l(1)G0196-RK	0.65634	0.041225	1.4	FlyBase l(1)G0196-RK	Figure for l(1)G0196-RK							
FBtr0114505	CG10513-RB	2.634526	0.008018	1.9	FlyBase CG10513-RB	Figure for CG10513-RB							
FBtr0083399	GckIII-RA	1.288401	0.027401	23.1	FlyBase GckIII-RA	Figure for GckIII-RA							
FBtr0302661	rdgA-RB	1.017723	0.039811	20.7	FlyBase rdgA-RB	Figure for rdgA-RB							
FBtr0076556	CG5644-RA	0.864749	0.013115	21.5	FlyBase CG5644-RA	Figure for CG5644-RA							
FBtr0084864	CG10514-RA	1.010038	0.048926	23.8	FlyBase CG10514-RA	Figure for CG10514-RA							
FBtr0082438	CG6834-RA	2.70522	0.015683	5.1	FlyBase CG6834-RA	Figure for CG6834-RA							
FBtr0084824	CG31300-RA	2.436084	0.008018	21.8	FlyBase CG31300-RA	Figure for CG31300-RA							
FBtr0071662	CG10082-RB	0.363424	0.053786	4.5	FlyBase CG10082-RB	Figure for CG10082-RB							
FBtr0084213	PyK-RB	1.27281	0.026614	6.3	FlyBase PyK-RB	Figure for PyK-RB							
FBtr0301488	Lkb1-RJ	1.374105	0.005379	22.9	FlyBase Lkb1-RJ	Figure for Lkb1-RJ							
FBtr0334836	ninaC-RD	1.840505	0.013115	23.7	FlyBase ninaC-RD	Figure for ninaC-RD							
FBtr0088438	Pka-R2-RB	1.160533	0.016774	6.6	FlyBase Pka-R2-RB	Figure for Pka-R2-RB							
FBtr0334483	bt-RI	0.639462	0.02037	15.5	FlyBase bt-RI	Figure for bt-RI							
FBtr0290055	CG31370-RB	1.099252	0.035493	8.2	FlyBase CG31370-RB	Figure for CG31370-RB							
FBtr0079869	IP3K1-RA	0.876896	0.048636	2.3	FlyBase IP3K1-RA	Figure for IP3K1-RA							
FBtr0334606	gish-RM	1.099842	0.041578	6.6	FlyBase gish-RM	Figure for gish-RM							
FBtr0084853	CG10553-RA	1.771382	0.015683	21.6	FlyBase CG10553-RA	Figure for CG10553-RA							
FBtr0084851	CG10562-RA	0.931185	0.031588	1.4	FlyBase CG10562-RA	Figure for CG10562-RA							
FBtr0079799	Cks30A-RA	2.088108	0.019558	6.7	FlyBase Cks30A-RA	Figure for Cks30A-RA							
FBtr0073539	CG1561-RB	3.675149	0	16.1	FlyBase CG1561-RB	Figure for CG1561-RB							
FBtr0079986	Mulk-RA	2.308847	0.005379	20.8	FlyBase Mulk-RA	Figure for Mulk-RA							
FBtr0111274	CG17528-RC	0.558466	0.036727	20.1	FlyBase CG17528-RC	Figure for CG17528-RC							
													
Cluster-31	total=7	enrichmentScore=0.725023942620572	phaseStdDev=2.1418399857710075	"vacuolar proton-transporting V-type ATPase, V1 domain,proton transport,Hydrogen ion transport,plasma membrane proton-transporting V-type ATPase complex,ATP hydrolysis coupled proton transport,proton-transporting ATPase activity, rotational mechanism,PhagosomeAnnotation Cluster 31"	Enrichment Score: 0.725023942620572								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_CC_DIRECT	"GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain"	3	0.511073254	0.05964035	-0.179438	1.607079346	"FBtr0087335, FBtr0087341, FBtr0087173"	455	9	10026	7.345054945	0.999999938	0.6845675
GOTERM_BP_DIRECT	GO:0015992~proton transport	4	0.681431005	0.093859037	-1.2840735	1.664152079	"FBtr0071883, FBtr0087335, FBtr0331658, FBtr0087173"	463	26	10996	3.653763084	1	0.985803017
UP_KEYWORDS	Hydrogen ion transport	4	0.681431005	0.170835414	-0.84565575	1.807917667	"FBtr0071883, FBtr0087335, FBtr0087341, FBtr0087173"	587	34	13921	2.790059124	1	0.628006719
GOTERM_CC_DIRECT	GO:0033181~plasma membrane proton-transporting V-type ATPase complex	3	0.511073254	0.178302681	-0.179438	1.607079346	"FBtr0087335, FBtr0087341, FBtr0087173"	455	17	10026	3.8885585	1	0.981412639
GOTERM_BP_DIRECT	GO:0015991~ATP hydrolysis coupled proton transport	4	0.681431005	0.258377736	-0.84565575	1.807917667	"FBtr0071883, FBtr0087335, FBtr0087341, FBtr0087173"	463	42	10996	2.261853337	1	0.985803017
GOTERM_MF_DIRECT	"GO:0046961~proton-transporting ATPase activity, rotational mechanism"	4	0.681431005	0.287881328	-0.84565575	1.807917667	"FBtr0071883, FBtr0087335, FBtr0087341, FBtr0087173"	425	41	9284	2.131190818	1	1
KEGG_PATHWAY	dme04145:Phagosome	5	0.851788756	0.663149972	-1.7962982	2.485558292	"FBtr0087335, FBtr0087341, FBtr0087173, FBtr0085438, FBtr0082785"	164	75	2737	1.112601626	1	0.964285714
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0331658	Ndae1-RD	4.035417	0	22.6	FlyBase Ndae1-RD	Figure for Ndae1-RD							
FBtr0082785	Act87E-RA	0.941714	0.039622	21.1	FlyBase Act87E-RA	Figure for Act87E-RA							
FBtr0071883	blw-RA	0.839667	0.040404	21.2	FlyBase blw-RA	Figure for blw-RA							
FBtr0087341	Vha14-1-RA	3.60342	0	0.4	FlyBase Vha14-1-RA	Figure for Vha14-1-RA							
FBtr0087335	Vha36-1-RA	2.772795	0	21.6	FlyBase Vha36-1-RA	Figure for Vha36-1-RA							
FBtr0087173	Vha44-RA	0.485237	0.038189	1.4	FlyBase Vha44-RA	Figure for Vha44-RA							
FBtr0085438	Cnx99A-RB	1.703047	0.011589	18.4	FlyBase Cnx99A-RB	Figure for Cnx99A-RB							
													
Cluster-32	total=8	enrichmentScore=0.7230310765936254	phaseStdDev=4.7399698223648645	"Calcium channel,Calcium transport,Ion channel,calcium channel activityAnnotation Cluster 32"	Enrichment Score: 0.7230310765936254								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Calcium channel	3	0.511073254	0.06362723	7.957205667	3.045178517	"FBtr0088471, FBtr0076974, FBtr0331356"	587	10	13921	7.114650767	0.999999403	0.333187468
UP_KEYWORDS	Calcium transport	3	0.511073254	0.204972484	7.957205667	3.045178517	"FBtr0088471, FBtr0076974, FBtr0331356"	587	20	13921	3.557325383	1	0.67204093
UP_KEYWORDS	Ion channel	8	1.36286201	0.293910418	2.834076125	4.739969822	"FBtr0083784, FBtr0082526, FBtr0308835, FBtr0088471, FBtr0110906, FBtr0076974, FBtr0073955, FBtr0331356"	587	128	13921	1.48221891	1	0.815031886
GOTERM_MF_DIRECT	GO:0005262~calcium channel activity	3	0.511073254	0.334443017	7.957205667	3.045178517	"FBtr0088471, FBtr0076974, FBtr0331356"	425	26	9284	2.520542986	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0308835	Ih-RK	1.194678	0.03296	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0331356	trp-RB	1.2372	0.038189	10.8	FlyBase trp-RB	Figure for trp-RB							
FBtr0083784	ort-RA	1.800815	0.027401	20.7	FlyBase ort-RA	Figure for ort-RA							
FBtr0110906	Ekar-RB	1.17849	0.039811	3	FlyBase Ekar-RB	Figure for Ekar-RB							
FBtr0076974	MCU-RE	0.844736	0.048636	3.7	FlyBase MCU-RE	Figure for MCU-RE							
FBtr0082526	ClC-a-RA	2.548275	0.008018	22.4	FlyBase ClC-a-RA	Figure for ClC-a-RA							
FBtr0088471	trpl-RA	2.006272	0.005379	9.3	FlyBase trpl-RA	Figure for trpl-RA							
													
Cluster-33	total=4	enrichmentScore=0.6863860034967587	phaseStdDev=2.639015023890022	"LIM domain,LIM,Zinc finger, LIM-typeAnnotation Cluster 33"	Enrichment Score: 0.6863860034967587								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	LIM domain	4	0.681431005	0.170835414	-0.6789655	2.639015024	"FBtr0112527, FBtr0308858, FBtr0302786, FBtr0301313"	587	34	13921	2.790059124	1	0.628006719
SMART	SM00132:LIM	4	0.681431005	0.212725023	-0.6789655	2.639015024	"FBtr0112527, FBtr0308858, FBtr0302786, FBtr0301313"	246	34	5218	2.495456719	1	1
INTERPRO	"IPR001781:Zinc finger, LIM-type"	4	0.681431005	0.240129494	-0.6789655	2.639015024	"FBtr0112527, FBtr0308858, FBtr0302786, FBtr0301313"	534	35	10984	2.350775816	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0112527	CG34325-RA	1.190242	0.036061	2.9	FlyBase CG34325-RA	Figure for CG34325-RA							
FBtr0308858	CG43427-RP	1.956175	0.029055	19.5	FlyBase CG43427-RP	Figure for CG43427-RP							
FBtr0301313	Zasp52-RI	2.947681	0.005379	23.6	FlyBase Zasp52-RI	Figure for Zasp52-RI							
FBtr0302786	Lmpt-RK	2.547036	0.02037	23.3	FlyBase Lmpt-RK	Figure for Lmpt-RK							
													
Cluster-34	total=8	enrichmentScore=0.6686286758697684	phaseStdDev=2.2750494045528438	"PDZ,PDZ domain,basolateral plasma membraneAnnotation Cluster 34"	Enrichment Score: 0.6686286758697684								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
SMART	SM00228:PDZ	6	1.022146508	0.180371323	-0.964257	2.211514911	"FBtr0071909, FBtr0310205, FBtr0073484, FBtr0305303, FBtr0302187, FBtr0330416, FBtr0301313"	246	64	5218	1.988567073	1	1
INTERPRO	IPR001478:PDZ domain	6	1.022146508	0.233668551	-0.964257	2.211514911	"FBtr0071909, FBtr0310205, FBtr0073484, FBtr0305303, FBtr0302187, FBtr0330416, FBtr0301313"	534	68	10984	1.814937211	1	1
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	4	0.681431005	0.234070249	-1.1109428	1.687061003	"FBtr0086457, FBtr0310205, FBtr0073484, FBtr0305303, FBtr0301313"	455	37	10026	2.382179982	1	0.981412639
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0071909	inaD-RA	4.628145	0	23	FlyBase inaD-RA	Figure for inaD-RA							
FBtr0086457	par-1-RH	2.139714	0.009609	1.9	FlyBase par-1-RH	Figure for par-1-RH							
FBtr0310205	pyd-RO	1.973547	0.016774	21.4	FlyBase pyd-RO	Figure for pyd-RO							
FBtr0301313	Zasp52-RI	2.947681	0.005379	23.6	FlyBase Zasp52-RI	Figure for Zasp52-RI							
FBtr0073484	dlg1-RF	1.72059	0.018529	21.9	FlyBase dlg1-RF	Figure for dlg1-RF							
FBtr0302187	Efa6-RG	0.904552	0.030408	4.1	FlyBase Efa6-RG	Figure for Efa6-RG							
FBtr0305303	pyd-RL	0.978588	0.036061	21.7	FlyBase pyd-RL	Figure for pyd-RL							
FBtr0330416	dysc-RF	0.566078	0.035493	21.5	FlyBase dysc-RF	Figure for dysc-RF							
													
Cluster-35	total=8	enrichmentScore=0.6313329743718593	phaseStdDev=2.4699488176016295	"Protein biosynthesis,eukaryotic 43S preinitiation complex,formation of translation preinitiation complex,translation initiation factor activityAnnotation Cluster 35"	Enrichment Score: 0.6313329743718593								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Protein biosynthesis	8	1.36286201	0.066637494	-1.77077425	2.469948818	"FBtr0071670, FBtr0073044, FBtr0077168, FBtr0079413, FBtr0079952, FBtr0339964, FBtr0080994, FBtr0073348"	587	85	13921	2.232047299	0.999999704	0.333187468
GOTERM_CC_DIRECT	GO:0016282~eukaryotic 43S preinitiation complex	3	0.511073254	0.228649221	0.901001667	1.68921277	"FBtr0071670, FBtr0073044, FBtr0339964"	455	20	10026	3.305274725	1	0.981412639
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	3	0.511073254	0.267315824	0.901001667	1.68921277	"FBtr0071670, FBtr0073044, FBtr0339964"	463	24	10996	2.968682505	1	0.985803017
GOTERM_MF_DIRECT	GO:0003743~translation initiation factor activity	3	0.511073254	0.73241133	0.901001667	1.68921277	"FBtr0071670, FBtr0073044, FBtr0339964"	425	56	9284	1.170252101	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0339964	eIF3m-RB	0.686709	0.031953	23	FlyBase eIF3m-RB	Figure for eIF3m-RB							
FBtr0073348	LeuRS-m-RA	1.179135	0.034536	20	FlyBase LeuRS-m-RA	Figure for LeuRS-m-RA							
FBtr0071670	eIF3k-RA	0.96637	0.016774	0.6	FlyBase eIF3k-RA	Figure for eIF3k-RA							
FBtr0080994	mEFTs-RA	4.100212	0	20.3	FlyBase mEFTs-RA	Figure for mEFTs-RA							
FBtr0079413	mEFG1-RA	2.194826	0	19.6	FlyBase mEFG1-RA	Figure for mEFG1-RA							
FBtr0077168	AlaRS-m-RA	0.878841	0.03296	20.5	FlyBase AlaRS-m-RA	Figure for AlaRS-m-RA							
FBtr0079952	eEF1delta-RB	1.922086	0.013115	22.7	FlyBase eEF1delta-RB	Figure for eEF1delta-RB							
FBtr0073044	eIF1-RA	1.237725	0.031953	3.1	FlyBase eIF1-RA	Figure for eIF1-RA							
													
Cluster-36	total=6	enrichmentScore=0.6266683466439547	phaseStdDev=3.3304877602518124	"transcription from RNA polymerase I promoter,DNA-directed RNA polymerase I complex,Pyrimidine metabolism,RNA polymeraseAnnotation Cluster 36"	Enrichment Score: 0.6266683466439547								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0006360~transcription from RNA polymerase I promoter	3	0.511073254	0.101230415	-1.199564667	0.338514727	"FBtr0079372, FBtr0087511, FBtr0078787"	463	13	10996	5.480644625	1	0.985803017
GOTERM_CC_DIRECT	GO:0005736~DNA-directed RNA polymerase I complex	3	0.511073254	0.114839035	-1.199564667	0.338514727	"FBtr0079372, FBtr0087511, FBtr0078787"	455	13	10026	5.085038039	1	0.977984042
KEGG_PATHWAY	dme00240:Pyrimidine metabolism	6	1.022146508	0.512081418	1.192927167	3.33048776	"FBtr0079372, FBtr0076603, FBtr0081890, FBtr0087511, FBtr0078787, FBtr0085715"	164	79	2737	1.26752084	1	0.964285714
KEGG_PATHWAY	dme03020:RNA polymerase	3	0.511073254	0.523102801	-1.199564667	0.338514727	"FBtr0079372, FBtr0087511, FBtr0078787"	164	29	2737	1.726450799	1	0.964285714
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0081890	Dhod-RA	0.776192	0.042671	23.1	FlyBase Dhod-RA	Figure for Dhod-RA							
FBtr0087511	RpI1-RA	0.889764	0.014377	22.6	FlyBase RpI1-RA	Figure for RpI1-RA							
FBtr0079372	CG13773-RA	2.540809	0.014377	22.5	FlyBase CG13773-RA	Figure for CG13773-RA							
FBtr0076603	DNApol-alpha50-RA	2.02496	0.017597	4.7	FlyBase DNApol-alpha50-RA	Figure for DNApol-alpha50-RA							
FBtr0078787	RpII18-RA	1.989274	0.016774	23.3	FlyBase RpII18-RA	Figure for RpII18-RA							
FBtr0085715	CG15547-RA	1.410761	0.028494	6.9	FlyBase CG15547-RA	Figure for CG15547-RA							
													
Cluster-37	total=6	enrichmentScore=0.6107760821496793	phaseStdDev=2.1497436039182287	"ribosomal large subunit assembly,cytoplasmic translation,cytosolic large ribosomal subunitAnnotation Cluster 37"	Enrichment Score: 0.6107760821496793								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	4	0.681431005	0.032308734	-2.556577	1.31169319	"FBtr0088425, FBtr0299869, FBtr0075897, FBtr0082403"	463	17	10996	5.588108245	1	0.815795528
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	5	0.851788756	0.610661435	-0.645494	1.800961936	"FBtr0346158, FBtr0088425, FBtr0339970, FBtr0299869, FBtr0082403"	463	100	10996	1.187473002	1	0.985803017
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	3	0.511073254	0.745677985	-1.954730667	0.91933454	"FBtr0088425, FBtr0299869, FBtr0082403"	455	58	10026	1.139749905	1	0.981412639
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0346158	RpS8-RF	0.73177	0.03782	0.7	FlyBase RpS8-RF	Figure for RpS8-RF							
FBtr0339970	RpS23-RB	0.576329	0.03836	2	FlyBase RpS23-RB	Figure for RpS23-RB							
