#transcriptID	transcriptSymbol	chrom	strand	positions
FBtr0071898	fd59A-RA	2R	+	22862159:22868159
FBtr0303440	CG42784-RC	2L	+	13490085:13496085,13496699:13497239
FBtr0339955	Cp1-RE	2R	+	13959173:13965173,13965487:13965605
FBtr0337027	CG17109-RB	3R	+	23089690:23095690,23095824:23095883
FBtr0074674	CG7884-RA	X	+	19214622:19220622,19221069:19232269
FBtr0088379	CG12923-RA	2R	+	9881648:9887648
FBtr0301446	loj-RD	3L	+	6088987:6094987,6095344:6095410
FBtr0301567	CG42577-RA	X	+	20253239:20259239
FBtr0309277	nwk-RC	3L	+	9131860:9137860,9137890:9138582
FBtr0300403	TTLL4A-RG	2L	+	10983401:10989401,10989591:10989656
FBtr0079012	qtc-RA	2L	+	5054815:5060815,5060991:5062741
FBtr0334712	Syp-RJ	3R	+	20783986:20789986,20790333:20791745
FBtr0113761	CG17691-RC	2R	+	1584484:1590484,1590587:1590650
FBtr0308602	Vps20-RC	2R	+	22602310:22608310,22608394:22608478
FBtr0077926	CG14346-RA	2L	+	1362089:1368089,1368314:1368366
FBtr0345027	CG1246-RE	3L	+	2642437:2648437,2648595:2648664
FBtr0078423	ORMDL-RA	3L	+	21629305:21635305,21635562:21635618
FBtr0082573	GstD6-RA	3R	+	12371128:12377128
FBtr0345601	foi-RD	3L	+	8519244:8525244,8525705:8530560
FBtr0339322	5-HT2B-RF	3R	+	8572205:8578205,8578507:8591147
FBtr0080110	CG6443-RA	2L	+	10722978:10728978,10729103:10729181
FBtr0083791	CG11453-RA	3R	+	19777522:19783522,19783759:19783814
FBtr0113074	Dyb-RF	2R	+	12431345:12437345,12437891:12447759
FBtr0073152	enc-RB	3L	+	3812679:3818679,3818921:3829419
FBtr0344659	CG30275-RL	2R	+	22701794:22707794,22708093:22708152
FBtr0343122	CG13994-RB	2L	+	6056989:6062989
FBtr0345089	Svil-RG	3L	+	2422910:2428910,2429430:2434626
FBtr0335382	CG5011-RB	2L	+	1194671:1200671
FBtr0073291	slow-RA	3L	+	4378442:4384442,4384888:4390450
FBtr0344333	Hph-RD	3R	+	5251037:5257037,5258122:5266753
FBtr0112448	CG34254-RA	3L	+	18674409:18680409
FBtr0080953	CG12620-RA	2L	+	17081641:17087641
FBtr0078899	cpx-RH	3R	+	4274385:4280385,4280823:4282674
FBtr0091659	CG33679-RA	2L	+	15052303:15058303
FBtr0072586	cep290-RA	3L	+	838268:844268,844684:844741
FBtr0077775	dpp-RE	2L	+	2448737:2454737,2454909:2455057
FBtr0083784	ort-RA	3R	+	19653748:19659748,19660079:19661575
FBtr0335177	Piezo-RG	2L	+	8157073:8163073,8163519:8173016
FBtr0071580	Pu-RA	2R	+	21173118:21179118,21179645:21179938
FBtr0083551	Cbp20-RA	3R	+	18158661:18164661,18164777:18164832
FBtr0330379	Rpn2-RB	3R	+	29147524:29153524,29153609:29153696
FBtr0300488	CG13585-RC	2R	+	24525645:24531645,24531735:24532440
FBtr0304901	CG13203-RC	2R	+	11367607:11373607,11374401:11375308
FBtr0070874	Efr-RA	X	+	6213957:6219957
FBtr0078774	CG1116-RB	3R	+	5213657:5219657,5220134:5220199
FBtr0300832	Usp1-RC	3R	+	29223161:29229161,29229349:29229509
FBtr0081429	CG31675-RA	2L	+	20861755:20867755,20868198:20868351
FBtr0340314	CG4239-RD	X	+	16380477:16386477,16386619:16386971
FBtr0075915	CG32112-RB	3L	+	12735805:12741805,12741950:12742905
FBtr0330265	CG43736-RC	X	+	6869986:6875986,6876364:6876561
FBtr0309799	CG13510-RB	2R	+	22651901:22657901
FBtr0307894	spir-RH	2L	+	20305219:20311219,20312415:20322010
FBtr0083333	Fas1-RB	3R	+	16619291:16625291,16625343:16625969
FBtr0070472	sgg-RH	X	+	2628215:2634215,2634255:2641590
FBtr0091770	CG33769-RA	3L	+	22641927:22647927
FBtr0333096	Cka-RG	2L	+	8024721:8030721,8030840:8032060
FBtr0074088	CG8260-RA	X	+	15750318:15756318
FBtr0329885	Optix-RC	2R	+	8025283:8031283,8032245:8033305
FBtr0309254	AP-1gamma-RG	X	+	9104642:9110642,9111006:9111082
FBtr0072056	CG13558-RA	2R	+	23493651:23499651
FBtr0304865	CG43066-RA	2R	+	18508574:18514574,18514845:18519141
FBtr0112620	CG34382-RC	3L	+	9872985:9878985,9879577:9880206
FBtr0333727	nonA-l-RB	3R	+	16634205:16640205
FBtr0339361	Hydr1-RE	2R	+	9127509:9133509
FBtr0340475	CG4198-RB	X	+	5307258:5313258
FBtr0300691	Kdm2-RB	3R	+	9046495:9052495,9052628:9053536
FBtr0336786	CG9368-RD	3L	+	19595633:19601633
FBtr0308605	CG4301-RC	X	+	16399509:16405509,16405733:16409783
FBtr0303273	CG42748-RD	2L	+	22128333:22134333,22134720:22140719
FBtr0301116	CG4662-RC	3R	+	19841311:19847311,19847636:19850012
FBtr0082131	CG8417-RA	3R	+	9753622:9759622,9759726:9759850
FBtr0336940	mbl-RR	2R	+	17259518:17265518,17266212:17275410
FBtr0100554	CG13516-RA	2R	+	22663432:22669432,22669856:22669924
FBtr0344770	Ddr-RF	2L	+	6247123:6253123,6253330:6272750
FBtr0077469	lectin-24Db-RA	2L	+	4182123:4188123
FBtr0306718	CG43277-RA	2R	+	19631559:19637559
FBtr0335183	Piezo-RM	2L	+	8157073:8163073,8163519:8173016
FBtr0073220	tipE-RB	3L	+	4182499:4188499,4188629:4189676
FBtr0302246	Set1-RG	3L	+	25103213:25109213,25109239:25109301
FBtr0300303	CG42467-RA	2L	+	3695290:3701290
FBtr0304826	Rbp-RF	3R	+	15368635:15374635,15374969:15381163
FBtr0309859	nsl1-RK	3R	+	15787782:15793782,15793954:15794829
FBtr0343867	Nlg2-RC	2L	+	6890832:6896832,6898087:6901242
FBtr0344574	CG43185-RC	2L	+	5878932:5884932
FBtr0088135	CG7763-RA	2R	+	11408510:11414510
FBtr0071358	BCL7-like-RA	X	+	9350634:9356634
FBtr0083259	asun-RA	3R	+	16258271:16264271,16265924:16265988
FBtr0070640	cib-RC	X	+	4100113:4106113,4106274:4109689
FBtr0070751	Sas10-RA	X	+	5311409:5317409
FBtr0299845	Camta-RB	2R	+	9440046:9446046,9446512:9449086
FBtr0085993	bin3-RA	2R	+	6215040:6221040,6221277:6233266
FBtr0079013	qtc-RB	2L	+	5058372:5064372,5064582:5066870
FBtr0070552	CG3598-RA	X	+	2931027:2937027
FBtr0085155	TfIIA-L-RA	3R	+	27247430:27253430,27253626:27254528
FBtr0333250	CG17593-RB	2L	+	3508872:3514872,3515278:3515720
FBtr0310202	CG43220-RB	2L	+	17480564:17486564
FBtr0331839	frac-RF	3L	+	7556610:7562610,7562693:7563009
FBtr0332091	dop-RB	3L	+	15560013:15566013,15566800:15568206
FBtr0302766	ReepA-RD	2R	+	22920553:22926553,22927172:22927250
FBtr0082755	Droj2-RE	3R	+	13376106:13382106,13382145:13382204
FBtr0330677	l(2)k14505-RB	2L	+	21255168:21261168,21261335:21261412
FBtr0074665	CG14191-RA	X	+	19075665:19081665
FBtr0332587	CG11596-RD	X	+	1922344:1928344,1928581:1929001
FBtr0081109	ScpX-RA	2L	+	18825229:18831229,18831387:18831723
FBtr0345888	CG33687-RB	3L	+	16191868:16197868,16197896:16197975
FBtr0076791	CG7546-RA	3L	+	7504986:7510986,7511443:7511511
FBtr0076285	CG32061-RA	3L	+	10457816:10463816
FBtr0081022	CG5674-RB	2L	+	17957379:17963379,17963606:17969372
FBtr0306536	dbr-RC	2L	+	61043:67043,67508:67569
FBtr0087100	CG4945-RC	2R	+	16560023:16566023,16566263:16566605
FBtr0078343	CG32436-RA	3L	+	21338033:21344033,21344663:21350015
FBtr0100342	sv-RD	4	+	1082798:1088798,1089063:1092259
FBtr0345948	Cpr49Ac-RG	2R	+	12380666:12386666,12387096:12387382
FBtr0335251	CG12991-RF	X	+	17573861:17579861,17580098:17596657
FBtr0300034	CG4678-RF	X	+	16690131:16696131,16696218:16696497
FBtr0077766	Atxn7-RB	2L	+	2370109:2376109,2376264:2377132
FBtr0089743	didum-RC	2R	+	7494147:7500147,7500509:7500911
FBtr0085787	Gcn2-RA	3R	+	31389660:31395660,31396057:31396123
FBtr0083564	repo-RA	3R	+	18230192:18236192
FBtr0303891	CG34398-RG	2L	+	8892786:8898786,8898851:8915661
FBtr0331634	CG42367-RC	2L	+	9924580:9930580
FBtr0334640	Lrrk-RC	3R	+	20629480:20635480,20635657:20636341
FBtr0335250	CG12991-RE	X	+	17573861:17579861,17580098:17588988
FBtr0072842	Cnb-RA	3L	+	1941565:1947565,1947786:1947847
FBtr0343339	enok-RB	2R	+	24093210:24099210,24099641:24099875
FBtr0333473	mei-P26-RB	X	+	9159963:9165963,9166460:9166520
FBtr0332243	COX4-RD	2L	+	19952832:19958832
FBtr0301449	NFAT-RC	X	+	13639179:13645179,13645805:13649377
FBtr0331554	CG10984-RD	3L	+	12744231:12750231,12750345:12750604
FBtr0308232	CrebB-RM	X	+	18364897:18370897,18371607:18372031
FBtr0308853	CG43427-RI	3R	+	4700146:4706146,4706366:4707026
FBtr0082797	rin-RB	3R	+	13641004:13647004,13647201:13648918
FBtr0078366	CG7611-RA	3L	+	21517186:21523186,21524068:21524722
FBtr0080279	Or33b-RA	2L	+	11930181:11936181
FBtr0087916	Cpr49Ac-RC	2R	+	12380960:12386960,12387096:12387382
FBtr0087386	Mtk-RA	2R	+	15402846:15408846
FBtr0080861	Idgf2-RA	2L	+	16441330:16447330,16447506:16449186
FBtr0111007	chn-RD	2R	+	15109461:15115461,15115689:15138102
FBtr0077657	FASN2-RA	2L	+	3037947:3043947,3044161:3045654
FBtr0091865	His1:CG33861-RA	2L	+	21525302:21531302
FBtr0091858	His3:CG33854-RA	2L	+	21514109:21520109
FBtr0100393	par-1-RQ	2R	+	19456502:19462502,19462780:19464310
FBtr0113742	RpL15-RA	3L	+	27261256:27267256,27267284:27267592
FBtr0079196	stai-RC	2L	+	6094377:6100377,6100550:6101694
FBtr0310493	CG43689-RC	X	+	4069978:4075978,4076427:4077875
FBtr0083561	CG7988-RA	3R	+	18214526:18220526
FBtr0077700	CG9879-RA	2L	+	2659062:2665062
FBtr0100531	Dhpr-RB	3L	+	9128767:9134767
FBtr0344153	pcx-RF	X	+	2219296:2225296,2225864:2225918
FBtr0333097	GATAd-RB	2L	+	10327734:10333734,10334813:10335781
FBtr0089725	Vsp37A-RC	X	+	615530:621530,621798:621853
FBtr0078284	CG10588-RA	3L	+	20950934:20956934
FBtr0303470	CG13384-RK	2L	+	8378455:8384455,8384494:8384700
FBtr0336975	SWIP-RB	X	+	16307709:16313709,16313819:16313880
FBtr0306823	CG43294-RA	3L	+	11952291:11958291
FBtr0100583	CG8481-RB	3R	+	9761834:9767834,9768141:9768745
FBtr0083563	Mdh2-RA	3R	+	18220396:18226396,18226567:18226730
FBtr0074933	Cpr76Bb-RA	3L	+	19513649:19519649
FBtr0346452	cup-RC	2L	+	6657664:6663664,6664588:6664931
FBtr0076257	CG14154-RA	3L	+	10635889:10641889
FBtr0302662	rdgA-RC	X	+	8901068:8907068,8907745:8908065
FBtr0087217	Rho1-RG	2R	+	16097097:16103097,16103309:16103611
FBtr0301870	CG8478-RC	3R	+	9757754:9763754,9763936:9764038
FBtr0085665	CG31019-RA	3R	+	30591004:30597004,30597065:30597264
FBtr0072981	CG2162-RA	3L	+	3029196:3035196,3035365:3036491
FBtr0081141	Sidpn-RA	2L	+	19021710:19027710,19028106:19028801
FBtr0273303	CG30203-RB	2R	+	12304689:12310689,12310891:12310946
FBtr0075065	NijB-RA	3L	+	18886383:18892383,18892639:18892741
FBtr0084308	CG6985-RA	3R	+	22735150:22741150,22742097:22742155
FBtr0299961	CG42362-RA	2R	+	21658469:21664469
FBtr0089546	CG5002-RA	2R	+	17744293:17750293,17750451:17750772
FBtr0300901	Dtd-RB	3R	+	11424061:11430061,11430125:11430180
FBtr0075284	CG7724-RA	3L	+	17049613:17055613,17055678:17056993
FBtr0091785	CG33784-RA	3R	+	10061905:10067905,10068127:10068185
FBtr0073556	Karl-RA	X	+	11782844:11788844,11789104:11790858
FBtr0075143	CG7402-RA	3L	+	17881705:17887705,17887791:17889331
FBtr0305203	Shab-RC	3L	+	2889120:2895120,2895285:2897244
FBtr0343126	Kr-h2-RC	2L	+	6065069:6071069,6071188:6072414
FBtr0340066	Idgf6-RB	2R	+	16685022:16691022,16691209:16691618
FBtr0088198	polyph-RA	2R	+	10897570:10903570,10903735:10903794
FBtr0333577	Hip14-RC	3L	+	15982236:15988236,15989189:15989386
FBtr0074797	SkpC-RA	X	+	19810072:19816072
FBtr0078532	SPoCk-RC	3L	+	22767536:22773536,22773717:22775315
FBtr0302183	lap-RC	3R	+	7180994:7186994,7187548:7190124
FBtr0070266	br-RG	X	+	1606341:1612341,1612804:1624138
FBtr0334589	SerRS-m-RB	3R	+	15334667:15340667
FBtr0113418	Rbfox1-RE	3L	+	10510003:10516003,10516178:10517962
FBtr0113751	scro-RA	3L	+	24718162:24724162,24724431:24725824
FBtr0075457	CG5027-RA	3L	+	16223100:16229100,16229341:16229405
FBtr0345031	LanB2-RB	3L	+	9609960:9615960,9616114:9617054
FBtr0339791	qtc-RM	2L	+	5060012:5066012,5066168:5066870
FBtr0309501	kirre-RF	X	+	2734805:2740805,2741005:2741157
FBtr0082891	twf-RA	3R	+	14116654:14122654,14122737:14122796
FBtr0082707	Hsc70-2-RA	3R	+	13038759:13044759
FBtr0073691	mRpL49-RA	X	+	12901105:12907105
FBtr0080148	SCAR-RA	2L	+	10970772:10976772,10976969:10977898
FBtr0075842	ImpL1-RA	3L	+	13376765:13382765
FBtr0344713	mtg-RG	3R	+	8244497:8250497,8250571:8258391
FBtr0304664	Cad86C-RE	3R	+	10821079:10827079,10827341:10837857
FBtr0087828	Amph-RA	2R	+	12587604:12593604,12594069:12606915
FBtr0078255	Spc105R-RA	3L	+	20794410:20800410,20800671:20800723
FBtr0113148	CG13288-RB	3L	+	5901381:5907381,5907880:5908584
FBtr0301808	ARY-RD	Y	+	696430:702430,702654:702713
FBtr0344543	SclA-RA	2L	+	16832591:16838591,16838664:16839213
FBtr0299692	CG42307-RB	3L	+	7323132:7329132,7329364:7329429
FBtr0339194	ETHR-RC	3R	+	21241011:21247011,21247440:21258189
FBtr0089194	CG11155-RB	4	+	1120602:1126602,1126753:1126809
FBtr0073076	CG12012-RA	3L	+	3370757:3376757
FBtr0087219	Asph-RB	2R	+	16104502:16110502,16110672:16111741
FBtr0472696	CG46339-RB	3R	+	26909761:26915761,26915909:26916503
FBtr0083713	P5cr-RA	3R	+	19022931:19028931
FBtr0445441	CG34308-RC	3R	+	13083242:13089242
FBtr0340592	CG12439-RB	2L	+	9071121:9077121
FBtr0110937	SNF4Agamma-RI	3R	+	21202478:21208478,21208634:21210367
FBtr0302787	Lmpt-RL	3L	+	16893415:16899415,16902069:16902129
FBtr0334565	Dys-RL	3R	+	19481089:19487089,19487515:19488096
FBtr0088118	CG7741-RA	2R	+	11295916:11301916,11302029:11302097
FBtr0071961	l(2)k09913-RD	2R	+	23063405:23069405,23069663:23070607
FBtr0112916	SNF4Agamma-RN	3R	+	21174788:21180788,21181182:21185013
FBtr0330319	CG32813-RJ	X	+	1382568:1388568,1388797:1389601
FBtr0086574	CG15109-RC	2R	+	19053421:19059421
FBtr0111163	CG40045-RA	3L	+	24022515:24028515,24028724:24030755
FBtr0075122	mus304-RA	3L	+	18103814:18109814,18110551:18110630
FBtr0084446	CG10365-RC	3R	+	23717331:23723331,23723730:23728667
FBtr0082084	CG18542-RA	3R	+	9679760:9685760,9685972:9686034
FBtr0088587	VhaAC45-RB	2R	+	9201561:9207561,9207660:9207748
FBtr0071836	CG11362-RA	2R	+	22556307:22562307
FBtr0076344	nudE-RA	3L	+	9893241:9899241,9899356:9899726
FBtr0346546	CdsA-RB	3L	+	8121762:8127762,8127855:8127929
FBtr0076458	Shc-RA	3L	+	9421010:9427010
FBtr0079352	Coprox-RA	2L	+	6958421:6964421
FBtr0073001	CG11486-RN	3L	+	3066547:3072547,3072687:3073081
FBtr0306646	wrd-RO	3R	+	18162441:18168441,18170099:18171529
FBtr0302569	qtc-RH	2L	+	5058372:5064372,5064582:5066870
FBtr0309863	nsl1-RO	3R	+	15787782:15793782,15794050:15794829
FBtr0347029	CG4768-RC	X	+	16786119:16792119,16792735:16794289
FBtr0342991	CG10384-RD	2R	+	22448741:22454741,22455469:22460068
FBtr0071056	CG32727-RA	X	+	7401208:7407208
FBtr0344368	CG45050-RC	3R	+	9335867:9341867,9342492:9354422
FBtr0072755	ABCB7-RB	3L	+	1612414:1618414,1618618:1620428
FBtr0333754	Unc-76-RC	X	+	2074610:2080610,2081660:2090969
FBtr0082337	Ugt86Dc-RA	3R	+	11148626:11154626
FBtr0332798	Tsp66A-RE	3L	+	7461268:7467268,7467421:7467478
FBtr0308037	CG15186-RE	3R	+	6472311:6478311,6478425:6478763
FBtr0080500	CG7110-RB	2L	+	13392991:13398991,13399141:13399218
FBtr0082077	CG8319-RA	3R	+	9621321:9627321
FBtr0083204	Sap47-RA	3R	+	15929119:15935119,15936341:15944949
FBtr0078710	Sec23-RB	3R	+	5643065:5649065,5649661:5649720
FBtr0335440	CG31016-RC	3R	+	30600189:30606189,30606389:30606438
FBtr0083963	Syp-RE	3R	+	20783986:20789986,20790333:20791745
FBtr0329994	CG5098-RC	2R	+	18089405:18095405,18095836:18095894
FBtr0306686	tmod-RN	3R	+	30526837:30532837,30532983:30533096
FBtr0329924	spict-RB	2L	+	12698725:12704725
FBtr0084939	CG5948-RA	3R	+	25889822:25895822,25896141:25896479
FBtr0340123	CG17754-RG	X	+	9244420:9250420,9251030:9252528
FBtr0073553	Tango10-RA	X	+	11714484:11720484,11721028:11721199
FBtr0335512	koi-RA	2R	+	6805019:6811019,6811176:6811902
FBtr0112356	CG34165-RA	2L	+	14707750:14713750
FBtr0073775	Tim9a-RA	X	+	13379210:13385210,13385397:13385500
FBtr0077386	CG11927-RA	2L	+	4841766:4847766
FBtr0334011	CG42694-RB	2R	+	22935877:22941877,22943405:22943461
FBtr0343870	CG9248-RC	2L	+	21152904:21158904
FBtr0299651	ome-RG	3L	+	14700751:14706751,14706879:14736043
FBtr0331393	mwh-RB	3L	+	1194786:1200786,1201316:1206028
FBtr0074881	Kap-alpha1-RA	3L	+	19801232:19807232,19807320:19807913
FBtr0332692	CG17145-RB	3L	+	20215814:20221814
FBtr0077628	CG8813-RA	2L	+	2863652:2869652
FBtr0306634	CG42668-RN	3R	+	20312835:20318835,20319027:20319564
FBtr0077878	chinmo-RA	2L	+	1661847:1667847,1667982:1690117
FBtr0072923	CG1146-RA	3L	+	2484220:2490220
FBtr0087043	CG6421-RA	2R	+	16866250:16872250
FBtr0083260	Mst89B-RA	3R	+	16261012:16267012,16267163:16267223
FBtr0305212	rhea-RD	3L	+	8540675:8546675,8546876:8555731
FBtr0302390	CG34045-RB	2R	+	19324889:19330889,19331060:19332708
FBtr0078908	CG14645-RA	3R	+	4329098:4335098
FBtr0392907	Klp54D-RD	2R	+	17551031:17557031,17557535:17560497
FBtr0343502	CG3770-RB	2R	+	24939665:24945665,24946164:24946219
FBtr0340449	tn-RF	2R	+	18981344:18987344,18987692:18989776
FBtr0301884	spir-RE	2L	+	20305219:20311219,20312415:20322010
FBtr0082418	CG14712-RA	3R	+	11622759:11628759,11629015:11629081
FBtr0329856	esn-RB	2R	+	7080316:7086316,7087081:7105548
FBtr0071532	cpa-RA	2R	+	21051787:21057787,21058263:21058384
FBtr0330657	AIF-RC	2L	+	2145754:2151754,2152147:2152233
FBtr0113177	Obp73a-RB	3L	+	16938361:16944361,16944604:16944663
FBtr0089328	sv-RC	4	+	1082798:1088798,1089063:1092259
FBtr0082248	Rrp46-RA	3R	+	10407301:10413301,10413479:10413544
FBtr0332589	TRAM-RE	X	+	929426:935426,935460:935581
FBtr0345288	CG5171-RF	2L	+	7396856:7402856,7402986:7403229
FBtr0091757	gdl-RA	3L	+	15503445:15509445,15509882:15509937
FBtr0344125	CG45012-RA	2L	+	11828608:11834608
FBtr0074214	eas-RC	X	+	16272579:16278579,16278970:16280886
FBtr0308575	CG17323-RD	2L	+	18817548:18823548,18823681:18824300
FBtr0330624	Vang-RB	2R	+	9097238:9103238
FBtr0332437	CG42795-RC	3R	+	10219690:10225690,10225759:10225813
FBtr0088778	sut2-RA	2R	+	8081396:8087396,8087455:8087575
FBtr0088341	CAP-RA	2R	+	10272736:10278736,10284802:10294612
FBtr0082991	CG14855-RA	3R	+	14790305:14796305,14796884:14796952
FBtr0075337	CG9951-RA	3L	+	16857164:16863164
FBtr0332513	Prosbeta4R2-RB	2L	+	2649394:2655394
FBtr0088659	babo-RA	2R	+	8946339:8952339,8953030:8953103
FBtr0347302	Vml-RB	X	+	2269822:2275822
FBtr0334898	fid-RB	3R	+	25964080:25970080,25970292:25970841
FBtr0082025	CG18473-RA	3R	+	9357305:9363305,9363444:9363522
FBtr0088586	unpg-RA	2R	+	9189205:9195205,9196169:9199083
FBtr0075772	Hsc70Cb-RB	3L	+	14031019:14037019,14037112:14037478
FBtr0333082	CG9948-RC	3L	+	6950094:6956094,6956163:6956233
FBtr0072085	l(2)dtl-RA	2R	+	23696477:23702477
FBtr0333394	Cpr78Cb-RB	3L	+	21288492:21294492
FBtr0332025	Ca-alpha1D-RJ	2L	+	16159831:16165831,16165936:16166218
FBtr0076050	CG6928-RA	3L	+	11998393:12004393,12004546:12005254
FBtr0310332	Myo10A-RE	X	+	10948132:10954132,10956673:10960602
FBtr0300538	grh-RH	2R	+	17796867:17802867,17803392:17808099
FBtr0086985	CG11400-RA	2R	+	17128129:17134129
FBtr0081903	CG11755-RA	3R	+	8672143:8678143
FBtr0340464	cv-RB	X	+	5684436:5690436,5690989:5691892
FBtr0070571	CG13021-RB	X	+	3508355:3514355
FBtr0081302	CG16772-RA	2L	+	19956679:19962679
FBtr0309253	tapas-RF	2R	+	20314994:20320994,20321128:20321678
FBtr0332033	CG9259-RB	2L	+	21083547:21089547
FBtr0083790	CG11407-RA	3R	+	19775246:19781246,19781452:19781511
FBtr0085101	TwdlT-RA	3R	+	27043220:27049220,27049289:27049391
FBtr0079682	PIG-U-RA	2L	+	8509096:8515096,8515283:8515343
FBtr0333015	rudhira-RF	X	+	11812337:11818337,11818516:11823283
FBtr0088929	CG1946-RA	2R	+	7708923:7714923,7715112:7715532
FBtr0085646	CDase-RA	3R	+	30454467:30460467,30460790:30462815
FBtr0086666	CG16836-RA	2R	+	18382995:18388995
FBtr0086471	CG15125-RA	2R	+	19651573:19657573,19657877:19658661
FBtr0074324	CG32572-RA	X	+	16715183:16721183,16721825:16722117
FBtr0073235	Hexo1-RA	3L	+	4282641:4288641,4288702:4289050
FBtr0346137	Vha26-RC	3R	+	5585763:5591763,5592039:5592568
FBtr0079185	CG9135-RA	2L	+	6044839:6050839,6050922:6051617
FBtr0089503	l(2)tid-RA	2R	+	23701081:23707081
FBtr0077304	Obp19d-RB	X	+	20414090:20420090,20420286:20420416
FBtr0071160	CG15337-RA	X	+	8154054:8160054
FBtr0345016	CG14215-RB	X	+	19646440:19652440,19652559:19652627
FBtr0075845	flr-RA	3L	+	13406843:13412843,13412976:13413317
FBtr0332084	CG2113-RB	3L	+	2989172:2995172
FBtr0344966	Sugb-RF	3L	+	11677980:11683980,11684646:11686070
FBtr0273337	CG30456-RC	2R	+	17098455:17104455,17104662:17105764
FBtr0072247	CG16786-RA	2R	+	24075782:24081782,24082039:24082981
FBtr0333833	Rbp-RJ	3R	+	15368635:15374635,15375323:15381163
FBtr0078897	cpx-RG	3R	+	4274221:4280221,4280357:4282674
FBtr0072747	CG13917-RA	3L	+	1570699:1576699,1577132:1592744
FBtr0076604	CG7083-RA	3L	+	8334785:8340785
FBtr0077838	papi-RB	2L	+	2216657:2222657,2222771:2223243
FBtr0088644	CG13751-RA	2R	+	8894241:8900241
FBtr0075886	Syx13-RA	3L	+	13038434:13044434,13044566:13044918
FBtr0087520	O-fut1-RA	2R	+	14155430:14161430
FBtr0330096	gammaCOP-RD	3R	+	31566143:31572143,31572279:31572501
FBtr0083631	CG7691-RA	3R	+	18553869:18559869,18560054:18560120
FBtr0112764	CG34458-RA	2R	+	16666033:16672033
FBtr0074448	CG12991-RA	X	+	17573861:17579861,17580098:17588988
FBtr0073576	regucalcin-RC	X	+	12008424:12014424,12014522:12016003
FBtr0078625	jagn-RA	3R	+	5773315:5779315,5779517:5779800
FBtr0082801	B52-RA	3R	+	13655311:13661311,13661433:13661702
FBtr0334563	Dys-RJ	3R	+	19563210:19569210,19569272:19585241
FBtr0085788	Gprk2-RA	3R	+	31399245:31405245,31405957:31410354
FBtr0332051	Ssl1-RB	3L	+	22873246:22879246,22879431:22879484
FBtr0306307	Toll-6-RB	3L	+	15330692:15336692
FBtr0304067	f-RH	X	+	17226942:17232942,17233171:17249788
FBtr0074515	CG7135-RA	X	+	18097653:18103653,18104046:18104110
FBtr0302954	CG42704-RA	X	+	7406668:7412668,7412759:7412817
FBtr0347184	stum-RD	2R	+	21670074:21676074,21677327:21677389
FBtr0333760	Ntf-2-RC	X	+	21029469:21035469,21035722:21035831
FBtr0344433	CG45071-RA	3L	+	15099882:15105882,15106069:15108616
FBtr0081425	CG14402-RA	2L	+	20843300:20849300
FBtr0301570	CG42583-RA	X	+	20133793:20139793
FBtr0072315	CG3548-RA	2R	+	24593947:24599947,24600386:24600461
FBtr0077428	CG15429-RA	2L	+	4346975:4352975,4353196:4353250
FBtr0301682	CG31690-RE	2L	+	2671734:2677734,2678058:2683868
FBtr0340580	Fas3-RF	2L	+	18314102:18320102,18320731:18383402
FBtr0086799	olf186-M-RA	2R	+	17840699:17846699
FBtr0088503	Or45a-RA	2R	+	9339349:9345349
FBtr0346279	Vago-RD	X	+	11083290:11089290,11089453:11089521
FBtr0308243	Peritrophin-A-RC	X	+	20238647:20244647,20244764:20244874
FBtr0113289	CG5028-RB	3R	+	25674845:25680845,25681024:25681121
FBtr0084201	CG7084-RB	3R	+	22292805:22298805,22298936:22299713
FBtr0310018	haf-RC	2L	+	1549129:1555129,1555206:1556540
FBtr0345622	CG34193-RB	2R	+	17502995:17508995
FBtr0100545	CG18749-RB	3R	+	8238055:8244055,8244142:8244197
FBtr0089744	didum-RB	2R	+	7494147:7500147,7500509:7500911
FBtr0346652	Pal2-RE	2R	+	23682077:23688077,23688711:23688933
FBtr0306064	CG43192-RA	2R	+	13471342:13477342,13477495:13477549
FBtr0079491	LanB1-RB	2L	+	7808354:7814354,7814401:7814576
FBtr0083399	GckIII-RA	3R	+	17079513:17085513
FBtr0113228	NijC-RD	3R	+	12689129:12695129,12695407:12696123
FBtr0073310	CG11357-RA	3L	+	4536120:4542120,4542249:4542643
FBtr0343504	CG3776-RB	2R	+	24963678:24969678,24969747:24969813
FBtr0080802	CG13245-RA	2L	+	15998581:16004581
FBtr0336678	St3-RA	2R	+	23677377:23683377,23683666:23683729
FBtr0074885	Papss-RB	3L	+	19839293:19845293,19845429:19845535
FBtr0076051	CG6793-RA	3L	+	12036387:12042387
FBtr0076401	vsg-RC	3L	+	9708324:9714324,9714400:9714506
FBtr0085104	CG14259-RA	3R	+	27088533:27094533,27094780:27094839
FBtr0310069	cindr-RF	3R	+	30811614:30817614,30818208:30820887
FBtr0336462	Karybeta3-RB	3R	+	4643354:4649354,4649768:4650585
